"","sub.id","sub.name","sub.sys","sub.status","pri.id","pri.name","pri.status","start","end"
"2429",31863,"HFOTCO LLC","HL","ACTIVE",32099,"Energy Transfer","Current",2020-11-06,2025-01-31
"2430",31863,"HFOTCO LLC","HL","ACTIVE",31863,"HFOTCO LLC","Superseded",2003-12-15,2020-11-05
"2431",31864,"APACHE CORPORATION","GT","ACTIVE",31864,"APACHE CORPORATION","Current",2003-12-15,2025-01-31
"2432",31864,"APACHE CORPORATION","HL","ACTIVE",31864,"APACHE CORPORATION","Current",2003-12-15,2025-01-31
"2433",31866,"DUKE ENERGY - ASHEVILLE COMBUSTION TURBINE","GT","INACTIVE",31892,"Progress Energy","Current",2003-12-17,2025-01-31
"2434",31868,"STONEWATER PIPELINE COMPANY, LLC","GT","INACTIVE",31868,"STONEWATER PIPELINE COMPANY, LLC","Current",2003-12-17,2025-01-31
"2435",31869,"PRISM GAS SYSTEMS I, L.P.","HL","INACTIVE",31869,"PRISM GAS SYSTEMS I, L.P.","Current",2003-12-17,2025-01-31
"2436",31871,"MARKWEST MICHIGAN PIPELINE COMPANY, L.L.C.","HL","INACTIVE",31871,"MARKWEST MICHIGAN PIPELINE, LLC","Current",2003-12-17,2025-01-31
"2437",31872,"HUBER PIPELINE CORP.","GT","INACTIVE",31872,"HUBER PIPELINE CORP.","Current",2003-12-17,2025-01-31
"2438",31874,"TESORO LOGISTICS OPERATIONS LLC - GOLDEN EAGLE","HL","INACTIVE",30735,"Tesoro","Current",2003-12-19,2025-01-31
"2439",31875,"MERIT ENERGY COMPANY","GT","ACTIVE",31875,"MERIT ENERGY COMPANY","Current",2018-09-01,2025-01-31
"2440",31875,"MERIT ENERGY COMPANY","HL","ACTIVE",31875,"MERIT ENERGY COMPANY","Current",2003-12-19,2025-01-31
"2441",31876,"EP ENERGY GATHERING COMPANY, L.L.C.","GT","INACTIVE",31876,"EP ENERGY GATHERING COMPANY, L.L.C.","Current",2003-12-19,2025-01-31
"2442",31877,"WESTERN REFINING TERMINALS, LLC","HL","INACTIVE",31877,"WESTERN REFINING COMPANY, L.P.","Current",2003-12-22,2025-01-31
"2443",31878,"BRIDGER PIPELINE LLC","HL","ACTIVE",31878,"True Companies","Current",2022-01-01,2025-01-31
"2444",31878,"BRIDGER PIPELINE LLC","HL","ACTIVE",1248,"Belle Fourche Pipeline Co.","Superseded",2004-01-05,2021-12-31
"2445",31879,"ENERGY WEST DEVELOPMENT, INC.","GT","INACTIVE",31879,"ENERGY WEST DEVELOPMENT, INC.","Current",2004-01-05,2025-01-31
"2446",31880,"BBT MISSISSIPPI, LLC","GT","ACTIVE",14435,"OZARK GAS TRANSMISSION SYSTEM","Current",2020-09-15,2025-01-31
"2447",31880,"BBT MISSISSIPPI, LLC","GT","ACTIVE",31880,"SOUTHCROSS MISSISSIPPI PIPELINE, L.P.","Superseded",2004-01-06,2020-09-14
"2448",31881,"SOUTHCROSS MISSISSIPPI INDUSTRIAL GAS SALES, L.P.","GT","INACTIVE",31881,"SOUTHCROSS MISSISSIPPI INDUSTRIAL GAS SALES, L.P.","Current",2004-01-06,2025-01-31
"2449",31882,"SOUTHCROSS ALABAMA GATHERING SYSTEM, L.P.","GT","INACTIVE",31882,"SOUTHCROSS ALABAMA GATHERING SYSTEM, L.P.","Current",2004-01-06,2025-01-31
"2450",31884,"ENBRIDGE PIPELINES (LOUISIANA LIQUIDS) L.L.C.","HL","INACTIVE",31884,"Enbridge","Current",2004-01-07,2025-01-31
"2451",31886,"DUKE ENERGY OHIO - LIQUID","HL","INACTIVE",2364,"Duke Energy","Current",2004-01-08,2025-01-31
"2452",31887,"DUKE ENERGY KENTUCKY - LIQUID","HL","INACTIVE",15518,"PIEDMONT NATURAL GAS CO INC","Current",2019-01-01,2025-01-31
"2453",31887,"DUKE ENERGY KENTUCKY - LIQUID","HL","INACTIVE",2364,"Duke Energy","Superseded",2004-01-13,2018-12-31
"2454",31888,"CENTURION PIPELINE L.P.","HL","ACTIVE",32099,"Energy Transfer","Current",2023-11-01,2025-01-31
"2455",31888,"CENTURION PIPELINE L.P.","HL","ACTIVE",31888,"CENTURION PIPELINE L.P.","Superseded",2004-01-14,2023-10-31
"2456",31890,"WSP USA INC.","GT","ACTIVE",31890,"P B ENERGY STORAGE SERVICES INC.","Current",2004-01-22,2025-01-31
"2457",31890,"WSP USA INC.","UNGS","ACTIVE",31890,"P B ENERGY STORAGE SERVICES INC.","Current",2017-01-18,2025-01-31
"2458",31891,"NORTH BAJA PIPELINE LLC","GT","ACTIVE",405,"TransCanada","Current",2004-01-28,2025-01-31
"2459",31892,"DUKE ENERGY - DEBARY COMBUSTION TURBINE","GT","ACTIVE",31892,"Progress Energy","Current",2004-01-28,2025-01-31
"2460",31893,"DUKE ENERGY - INTERCESSION CITY COMBUSTION TURBINE STATION","GT","INACTIVE",31892,"Progress Energy","Current",2004-01-28,2025-01-31
"2461",31894,"KISSIMMEE UTILITY AUTHORITY","GT","ACTIVE",31894,"KISSIMMEE UTILITY AUTHORITY","Current",2004-01-28,2025-01-31
"2462",31895,"CERTAINTEED  SAINT-GOBAIN","GT","ACTIVE",31895,"LAFARGE NORTH AMERICA","Current",2004-01-28,2025-01-31
"2463",31896,"NORSTAR PIPELINE COMPANY, INC.","GD","ACTIVE",4483,"Enstar Natural Gas","Current",2018-03-14,2025-01-31
"2464",31896,"NORSTAR PIPELINE COMPANY, INC.","GT","ACTIVE",207,"Alaska Pipeline","Current",2004-01-29,2025-01-31
"2465",31897,"THE GEORGE R. BROWN PARTNERSHIP, L.P.","HL","INACTIVE",31897,"THE GEORGE R. BROWN PARTNERSHIP, L.P.","Current",2004-01-30,2025-01-31
"2466",31898,"MV PIPELINE COMPANY","GT","ACTIVE",31898,"MV PIPELINE COMPANY","Current",2004-02-02,2025-01-31
"2467",31901,"BAXTER HEALTHCARE CORP.","GT","INACTIVE",31901,"BAXTER HEALTHCARE CORP.","Current",2004-02-06,2025-01-31
"2468",31904,"SUNRISE POWER COMPANY, LLC","GT","ACTIVE",31904,"EDISON MISSION OPERATIONS AND MAINTENANCE","Current",2004-02-11,2025-01-31
"2469",31906,"NORTHWEST NATURAL GAS LLC","GD","ACTIVE",31906,"NW Gas","Current",2004-02-20,2025-01-31
"2470",31907,"NORTHWEST NATURAL GAS OF MURRAY COUNTY LLC","GD","ACTIVE",31906,"NW Gas","Current",2004-02-20,2025-01-31
"2471",31908,"CHS OILSEED PROCESSING-NW GAS CONTRACTED","GT","ACTIVE",31908,"CHS OILSEED PROCESSING-NW GAS CONTRACTED","Current",2004-02-20,2025-01-31
"2472",31909,"AMERICAN ENERGIES PIPELINE,  LLC","GT","ACTIVE",31909,"AMERICAN ENERGIES PIPELINE,  LLC","Current",2004-03-02,2025-01-31
"2473",31910,"AMERICAN MIDSTREAM (MISSISSIPPI), LLC","GT","ACTIVE",32595,"HIGH POINT GAS GATHERING, LLC","Current",2021-06-17,2025-01-31
"2474",31910,"AMERICAN MIDSTREAM (MISSISSIPPI), LLC","GT","ACTIVE",189,"American Midstream","Superseded",2004-03-02,2021-06-16
"2475",31911,"AMERICAN ENERGIES GAS SERVICE,  LLC","GD","ACTIVE",31911,"AMERICAN ENERGIES GAS SERVICE,  LLC","Current",2004-03-02,2025-01-31
"2476",31911,"AMERICAN ENERGIES GAS SERVICE,  LLC","GT","ACTIVE",31911,"AMERICAN ENERGIES GAS SERVICE,  LLC","Current",2004-03-02,2025-01-31
"2477",31914,"NGL SUPPLY TERMINAL COMPANY LLC","HL","ACTIVE",31914,"NGL SUPPLY TERMINAL COMPANY LLC","Current",2021-08-02,2025-01-31
"2478",31914,"NGL SUPPLY TERMINAL COMPANY LLC","HL","ACTIVE",31476,"SemGroup","Superseded",2004-03-02,2021-08-01
"2479",31915,"TROPICANA PRODUCTS, INC.","GD","ACTIVE",31915,"TROPICANA PRODUCTS, INC.","Current",2004-03-04,2025-01-31
"2480",31915,"TROPICANA PRODUCTS, INC.","GT","ACTIVE",31442,"Douglas","Current",2014-08-19,2025-01-31
"2481",31916,"WM RENEWABLE ENERGY, LLC","GT","ACTIVE",31916,"EAGLE HILL RENEWABLE ENERGY, LLC","Current",2004-03-08,2025-01-31
"2482",31919,"MIDSTREAM ENERGY PARTNERS (USA) LLC","HL","ACTIVE",31919,"INERGY WEST COAST","Current",2004-03-10,2025-01-31
"2483",31920,"OMIMEX CANADA, LTD.","GT","INACTIVE",31920,"OMIMEX CANADA, LTD.","Current",2004-03-10,2025-01-31
"2484",31926,"COPANO PIPELINES/UPPER GULF COAST LLC","GT","ACTIVE",2564,"Kinder Morgan","Current",2015-07-01,2025-01-31
"2485",31926,"COPANO PIPELINES/UPPER GULF COAST LLC","GT","ACTIVE",31926,"COPANO PIPELINES/UP GULF COAST, L.P.","Superseded",2004-03-12,2015-06-30
"2486",31933,"CALCASIEU REFINING COMPANY","GT","ACTIVE",31933,"CALCASIEU REFINING COMPANY","Current",2004-03-16,2025-01-31
"2487",31933,"CALCASIEU REFINING COMPANY","HL","ACTIVE",31933,"CALCASIEU REFINING COMPANY","Current",2004-03-16,2025-01-31
"2488",31935,"ORANGE CITY MUNCIPAL UTILITIES","GD","ACTIVE",31935,"ORANGE CITY MUNCIPAL UTILITIES","Current",2004-03-18,2025-01-31
"2489",31936,"WORTHINGTON GENERATION","GT","ACTIVE",31936,"WORTHINGTON GENERATION","Current",2004-03-18,2025-01-31
"2490",31937,"TPCO, LLC","HL","ACTIVE",31937,"TPCO, LLC","Current",2004-03-19,2025-01-31
"2491",31939,"XTX PIPELINE COMPANY, LLC","GT","INACTIVE",31939,"XTX PIPELINE COMPANY, LLC","Current",2004-03-22,2025-01-31
"2492",31940,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.","GD","ACTIVE",31940,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.","Current",2004-03-22,2025-01-31
"2493",31943,"COLT MIDSTREAM LLC","GT","ACTIVE",31943,"Midcoast Gathering (North Texas) L.P.","Current",2004-03-25,2025-01-31
"2494",31943,"COLT MIDSTREAM LLC","HL","ACTIVE",31943,"Midcoast Gathering (North Texas) L.P.","Current",2004-03-25,2025-01-31
"2495",31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","HL","ACTIVE",11169,"Enbridge","Current",2004-03-30,2025-01-31
"2496",31948,"ENBRIDGE STORAGE (PATOKA) L.L.C.","HL","ACTIVE",11169,"Enbridge","Current",2004-03-30,2025-01-31
"2497",31949,"SW GATHERING","GT","ACTIVE",31949,"SOUTHWESTERN ENERGY PRODUCTION COMPANY","Current",2004-03-30,2025-01-31
"2498",31955,"CITY OF VERNON","GD","ACTIVE",31955,"CITY OF VERNON","Current",2004-04-06,2025-01-31
"2499",31955,"CITY OF VERNON","GT","ACTIVE",31955,"CITY OF VERNON","Current",2004-04-06,2025-01-31
"2500",31957,"KINDER MORGAN WINK PIPELINE LLC","HL","ACTIVE",18092,"Kinder Morgan","Current",2013-01-14,2025-01-31
"2501",31957,"KINDER MORGAN WINK PIPELINE LLC","HL","ACTIVE",31957,"Kinder Morgan","Superseded",2004-04-08,2013-01-13
"2502",31959,"ALL AMERICAN ENERGY","GD","ACTIVE",31959,"ALL AMERICAN ENERGY","Current",2004-04-13,2025-01-31
"2503",31963,"POTATO HILLS GAS GATHERING SYSTEM","GT","INACTIVE",12498,"MIDWESTERN GAS TRANSMISSION CO","Current",2004-04-16,2025-01-31
"2504",31964,"KAMPS PROPANE","GD","ACTIVE",31964,"KAMPS PROPANE","Current",2004-04-16,2025-01-31
"2505",31968,"WTG GAS TRANSMISSION COMPANY, LLC","GD","ACTIVE",22435,"West Texas Gas","Current",2024-03-11,2025-01-31
"2506",31968,"WTG GAS TRANSMISSION COMPANY, LLC","GT","ACTIVE",22435,"West Texas Gas","Current",2004-04-29,2025-01-31
"2507",31970,"CONOCOPHILLIPS ALASKA, INC.","HL","ACTIVE",10346,"ConocoPhillips Alaska","Current",2004-05-05,2025-01-31
"2508",31973,"BOC GASES","HL","INACTIVE",31973,"BOC GASES","Current",2004-05-11,2025-01-31
"2509",31975,"SONORA J.S. WEST & CO PROPANE","GD","INACTIVE",31975,"SONORA J.S. WEST & CO PROPANE","Current",2004-05-11,2025-01-31
"2510",31978,"ATMOS PIPELINE - TEXAS","GT","ACTIVE",4473,"Atmos","Current",2004-05-19,2025-01-31
"2511",31978,"ATMOS PIPELINE - TEXAS","UNGS","ACTIVE",4473,"Atmos","Current",2017-01-18,2025-01-31
"2512",31981,"TEXAS KANSAS OKLAHOMA GAS, LLC","GD","ACTIVE",31981,"TEXAS KANSAS OKLAHOMA GAS, LLC","Current",2004-05-20,2025-01-31
"2513",31982,"KOCH FERTILIZER, LLC.","GT","INACTIVE",15359,"BLACK HILLS","Current",2004-05-21,2025-01-31
"2514",31982,"KOCH FERTILIZER, LLC.","HL","INACTIVE",31982,"KOCH NITROGEN COMPANY, LLC","Current",2004-05-21,2025-01-31
"2515",31983,"EPL PIPELINE, LLC","HL","INACTIVE",31983,"ENERGY PARTNERS, LTD","Current",2004-05-24,2025-01-31
"2516",31984,"RURAL WATER, SEWER, GAS & SOLID WASTE MGMT. DIST. #10 OF DELAWARE CTY, OK","GD","ACTIVE",31984,"RURAL WATER, SEWER, GAS & SOLID WASTE MGMT. DIST. #10 OF DELAWARE CTY, OK","Current",2004-05-25,2025-01-31
"2517",31985,"THE VILLAGE OF OBETZ","GD","ACTIVE",31985,"THE VILLAGE OF OBETZ","Current",2004-05-25,2025-01-31
"2518",31986,"CITY OF GLENDALE, GLENDALE WATER & POWER","GT","INACTIVE",31986,"CITY OF GLENDALE, GLENDALE WATER & POWER","Current",2004-05-25,2025-01-31
"2519",31987,"SCEPTER GREENEVILLE, INC","GT","INACTIVE",31987,"MD RECYCLING, INC.","Current",2004-05-27,2025-01-31
"2520",31988,"GALLAGHER DRILLING INC","GD","INACTIVE",31988,"GALLAGHER DRILLING INC","Current",2004-06-07,2025-01-31
"2521",31988,"GALLAGHER DRILLING INC","GT","INACTIVE",31988,"GALLAGHER DRILLING INC","Current",2004-06-07,2025-01-31
"2522",31988,"GALLAGHER DRILLING INC","UNGS","INACTIVE",31988,"GALLAGHER DRILLING INC","Current",2018-01-18,2025-01-31
"2523",31989,"FRENCH SETTLEMENT GAS, LLC","GD","ACTIVE",31989,"FRENCH SETTLEMENT GAS, LLC","Current",2004-06-15,2025-01-31
"2524",31994,"PANTHER OPERATING COMPANY, LLC","GT","ACTIVE",31994,"Panther","Current",2004-06-30,2025-01-31
"2525",31994,"PANTHER OPERATING COMPANY, LLC","HL","ACTIVE",32595,"HIGH POINT GAS GATHERING, LLC","Current",2021-06-17,2025-01-31
"2526",31994,"PANTHER OPERATING COMPANY, LLC","HL","ACTIVE",31994,"Panther","Superseded",2004-06-30,2021-06-16
"2527",31995,"PANTHER INTERSTATE PIPELINE ENERGY, LLC","GT","INACTIVE",31995,"PANTHER INTERSTATE PIPELINE ENERGY, LLC","Current",2004-06-30,2025-01-31
"2528",31999,"SHELBY COUNTY ENERGY CENTER, LLC","GT","ACTIVE",31999,"NRG WHOLESALE GENERATION LP","Current",2004-07-07,2025-01-31
"2529",32004,"QEP FIELD SERVICES COMPANY","GT","INACTIVE",32004,"QEP FIELD SERVICES COMPANY","Current",2004-07-14,2025-01-31
"2530",32004,"QEP FIELD SERVICES COMPANY","HL","INACTIVE",32004,"QEP FIELD SERVICES COMPANY","Current",2004-07-14,2025-01-31
"2531",32005,"ENLINK PROCESSING SERVICES, LLC","GT","ACTIVE",32005,"EnLink Midstream","Current",2004-07-14,2025-01-31
"2532",32005,"ENLINK PROCESSING SERVICES, LLC","HL","ACTIVE",32005,"EnLink Midstream","Current",2014-03-07,2025-01-31
"2533",32005,"ENLINK PROCESSING SERVICES, LLC","UNGS","ACTIVE",32005,"EnLink Midstream","Current",2017-01-18,2025-01-31
"2534",32007,"SUPERIOR MIDSTREAM, LLC","GT","ACTIVE",32007,"Superior","Current",2004-07-22,2025-01-31
"2535",32007,"SUPERIOR MIDSTREAM, LLC","HL","ACTIVE",32007,"Superior","Current",2004-07-22,2025-01-31
"2536",32009,"EXXONMOBIL OIL CORPORATION-TERMINALS","HL","INACTIVE",4906,"ExxonMobil","Current",2004-07-30,2025-01-31
"2537",32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","GT","ACTIVE",32011,"Holly Energy","Current",2004-08-04,2025-01-31
"2538",32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","HL","ACTIVE",32011,"Holly Energy","Current",2004-08-04,2025-01-31
"2539",32013,"AMERIGAS PROPANE LP","GD","ACTIVE",32013,"AMERIGAS PROPANE LP","Current",2004-08-10,2025-01-31
"2540",32023,"MONTGOMERY GAS TRANSMISSION, INC.","GT","ACTIVE",32023,"MONTGOMERY GAS TRANSMISSION, INC.","Current",2004-08-20,2025-01-31
"2541",32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.","GD","ACTIVE",32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.","Current",2004-08-24,2025-01-31
"2542",32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.","GT","ACTIVE",32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.","Current",2004-08-24,2025-01-31
"2543",32026,"MINNESOTA SOYBEAN PROCESSORS","GT","ACTIVE",32026,"MINNESOTA SOYBEAN PROCESSORS","Current",2004-08-26,2025-01-31
"2544",32034,"NGO TRANSMISSION, INC.","GD","ACTIVE",32034,"NGO TRANSMISSION, INC.","Current",2017-01-18,2025-01-31
"2545",32034,"NGO TRANSMISSION, INC.","GT","ACTIVE",32034,"NGO TRANSMISSION, INC.","Current",2004-09-02,2025-01-31
"2546",32034,"NGO TRANSMISSION, INC.","UNGS","ACTIVE",32034,"NGO TRANSMISSION, INC.","Current",2017-01-18,2025-01-31
"2547",32037,"PITT LANDFILL GAS, LLC","GT","INACTIVE",32037,"PITT LANDFILL GAS, LLC","Current",2004-11-09,2025-01-31
"2548",32039,"PIMALCO GAS","GT","ACTIVE",32039,"PIMALCO GAS","Current",2004-11-10,2025-01-31
"2549",32042,"FUTAMURA","GD","ACTIVE",32042,"INNOVIA FILMS, INC.","Current",2004-11-17,2025-01-31
"2550",32042,"FUTAMURA","GT","ACTIVE",32042,"INNOVIA FILMS, INC.","Current",2004-11-17,2025-01-31
"2551",32043,"NORTH COAST GAS TRANSMISSION, LLC","GT","ACTIVE",32043,"NORTH COAST GAS TRANSMISSION, LLC","Current",2004-12-09,2025-01-31
"2552",32044,"BP USFO/LOGISTICS","HL","INACTIVE",31189,"BP","Current",2005-01-12,2025-01-31
"2553",32045,"EAGLE ROCK DESOTO PIPELINE, L.P.","GT","INACTIVE",32234,"Eagle Rock","Current",2005-02-03,2025-01-31
"2554",32046,"ETHANOL 2000 LLP (NORTHWEST GAS CONTRACTED)","GT","ACTIVE",32046,"ETHANOL 2000 LLP (NORTHWEST GAS CONTRACTED)","Current",2005-02-03,2025-01-31
"2555",32051,"MARTIN OPERATING PARTNERSHIP, L.P.","HL","ACTIVE",32051,"MARTIN OPERATING PARTNERSHIP, L.P.","Current",2005-02-11,2025-01-31
"2556",32052,"WHITE MARLIN OPERATING COMPANY, LLC","GT","ACTIVE",32052,"SABCO OPERATING COMPANY","Current",2005-02-11,2025-01-31
"2557",32052,"WHITE MARLIN OPERATING COMPANY, LLC","HL","ACTIVE",32052,"SABCO OPERATING COMPANY","Current",2005-02-11,2025-01-31
"2558",32054,"SILICON VALLEY POWER","GT","ACTIVE",32054,"SILICON VALLEY POWER","Current",2005-02-15,2025-01-31
"2559",32061,"TEXAS COMMUNITY PROPANE, LTD.","GD","ACTIVE",32061,"TEXAS COMMUNITY PROPANE, LTD.","Current",2005-02-25,2025-01-31
"2560",32062,"IMTT-PIPELINE","HL","ACTIVE",32062,"IMTT-PIPELINE","Current",2005-03-03,2025-01-31
"2561",32063,"TORO ENERGY OF INDIANA, LLC","GT","ACTIVE",32063,"TORO ENERGY OF INDIANA, LLC","Current",2005-03-04,2025-01-31
"2562",32064,"WMRE OF KENTUCKY, LLC","GT","INACTIVE",32064,"WMRE OF KENTUCKY, LLC","Current",2005-03-04,2025-01-31
"2563",32065,"TREMONT, CITY OF","GD","ACTIVE",32065,"TREMONT, CITY OF","Current",2005-03-04,2025-01-31
"2564",32066,"GEOMET INC.","GT","INACTIVE",32066,"GEOMET INC.","Current",2005-03-08,2025-01-31
"2565",32067,"TORO ENERGY OF MARYLAND, LLC","GT","ACTIVE",32067,"TORO ENERGY OF MARYLAND, LLC","Current",2005-03-08,2025-01-31
"2566",32068,"WMRE OF MICHIGAN, LLC","GT","ACTIVE",32068,"WMRE OF MICHIGAN, LLC","Current",2005-03-08,2025-01-31
"2567",32069,"TORO ENERGY OF MISSOURI, LLC","GD","INACTIVE",32069,"TORO ENERGY OF MISSOURI, LLC","Current",2005-03-08,2025-01-31
"2568",32070,"WMRE OF OHIO, LLC","GT","ACTIVE",32070,"WMRE OF OHIO, LLC","Current",2005-03-08,2025-01-31
"2569",32071,"WMRE OF OHIO-AMERICAN, LLC","GT","ACTIVE",32071,"WMRE OF OHIO-AMERICAN, LLC","Current",2005-03-08,2025-01-31
"2570",32072,"HUDSON VALLEY GAS CORPORATION","GT","ACTIVE",32105,"MIRANT BOWLINE, LLC","Current",2005-03-08,2025-01-31
"2571",32073,"LUCID ARTESIA COMPANY","GT","INACTIVE",32073,"AGAVE ENERGY COMPANY","Current",2005-03-14,2025-01-31
"2572",32073,"LUCID ARTESIA COMPANY","HL","INACTIVE",32073,"AGAVE ENERGY COMPANY","Current",2005-03-14,2025-01-31
"2573",32074,"SUMMIT NATURAL GAS OF MISSOURI","GD","ACTIVE",32074,"SUMMIT NATURAL GAS OF MISSOURI","Current",2005-03-14,2025-01-31
"2574",32074,"SUMMIT NATURAL GAS OF MISSOURI","GT","ACTIVE",32074,"SUMMIT NATURAL GAS OF MISSOURI","Current",2005-03-14,2025-01-31
"2575",32080,"CCPS TRANSPORTATION, LLC","HL","ACTIVE",11169,"Enbridge","Current",2005-04-05,2025-01-31
"2576",32081,"NEBRASKA PUBLIC POWER DISTRICT","GT","ACTIVE",32081,"NEBRASKA PUBLIC POWER DISTRICT","Current",2005-04-05,2025-01-31
"2577",32082,"ZENITH ENERGY TERMINALS HOLDINGS, LLC","HL","INACTIVE",32082,"ARC TERMINALS","Current",2005-04-06,2025-01-31
"2578",32083,"DCOR, LLC","HL","ACTIVE",32083,"DCOR, LLC","Current",2005-04-06,2025-01-31
"2579",32084,"VILLAGE ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.","GD","ACTIVE",32084,"VILLAGE ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.","Current",2005-04-20,2025-01-31
"2580",32085,"MADISON ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.","GD","ACTIVE",32085,"MADISON ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.","Current",2005-04-20,2025-01-31
"2581",32086,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.","GD","ACTIVE",32086,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.","Current",2005-04-20,2025-01-31
"2582",32091,"WILLIAMS OIL GATHERING, LLC","HL","ACTIVE",30826,"Williams Field","Current",2005-05-27,2025-01-31
"2583",32092,"ROSS ENERGY, LLC","GD","ACTIVE",32092,"ROSS ENERGY, LLC","Current",2005-06-03,2025-01-31
"2584",32093,"EX EL PIPELINE SERVICES LLC","GT","ACTIVE",32093,"EX EL PIPELINE SERVICES LLC","Current",2005-06-09,2025-01-31
"2585",32094,"AUX SABLE LIQUID PRODUCTS","GT","ACTIVE",32094,"AUX SABLE LIQUID PRODUCTS","Current",2005-06-24,2025-01-31
"2586",32094,"AUX SABLE LIQUID PRODUCTS","HL","ACTIVE",32094,"AUX SABLE LIQUID PRODUCTS","Current",2005-06-24,2025-01-31
"2587",32095,"LBC HOUSTON, L.P.","HL","ACTIVE",32095,"LBC HOUSTON, L.P.","Current",2005-06-30,2025-01-31
"2588",32096,"WYNNEWOOD REFINERY COMPANY","HL","ACTIVE",32099,"Energy Transfer","Current",2019-06-13,2025-01-31
"2589",32097,"IOCHEM CORPORATION","GT","INACTIVE",32097,"IOCHEM CORPORATION","Current",2005-07-08,2025-01-31
"2590",32099,"ENERGY TRANSFER COMPANY","GT","ACTIVE",32099,"Energy Transfer","Current",2005-07-27,2025-01-31
"2591",32099,"ENERGY TRANSFER COMPANY","HL","ACTIVE",32099,"Energy Transfer","Current",2005-07-27,2025-01-31
"2592",32099,"ENERGY TRANSFER COMPANY","UNGS","ACTIVE",32099,"Energy Transfer","Current",2017-01-18,2025-01-31
"2593",32103,"CRIMSON PIPELINE L.P.","HL","ACTIVE",32103,"CRIMSON GULF, LLC","Current",2005-09-06,2025-01-31
"2594",32105,"MIRANT BOWLINE, LLC","GT","ACTIVE",32072,"HUDSON VALLEY GAS CORPORATION","Current",2005-09-14,2025-01-31
"2595",32106,"CENTURY ALUMINUM","GT","ACTIVE",14356,"ORBIT GAS TRANSMISSION, INC.","Current",2023-11-01,2025-01-31
"2596",32106,"CENTURY ALUMINUM","GT","ACTIVE",32106,"ALCAN PRIMARY METAL GROUP","Superseded",2005-09-21,2023-10-31
"2597",32106,"CENTURY ALUMINUM","UNGS","ACTIVE",14356,"ORBIT GAS TRANSMISSION, INC.","Current",2017-01-18,2025-01-31
"2598",32107,"ENLINK NGL PIPELINE, LP","HL","INACTIVE",32107,"CROSSTEX NGL PIPELINE, L.P.","Current",2005-10-05,2025-01-31
"2599",32109,"ONEOK NGL PIPELINE, LLC","GT","ACTIVE",32109,"OneOK","Current",2005-10-07,2025-01-31
"2600",32109,"ONEOK NGL PIPELINE, LLC","HL","ACTIVE",32109,"OneOK","Current",2005-10-07,2025-01-31
"2601",32110,"HERMISTON OPERATIONS COMPANY, LLC","GT","INACTIVE",32110,"HERMISTON OPERATIONS COMPANY, LLC","Current",2005-10-11,2025-01-31
"2602",32113,"ENLINK NORTH TEXAS PIPELINE, LP","GT","INACTIVE",32005,"EnLink Midstream","Current",2014-03-07,2025-01-31
"2603",32113,"ENLINK NORTH TEXAS PIPELINE, LP","GT","INACTIVE",32113,"CROSSTEX NORTH TEXAS PIPELINE, L.P.","Superseded",2005-10-26,2014-03-06
"2604",32114,"COPANO NGL SERVICES LLC","HL","ACTIVE",18092,"Kinder Morgan","Current",2014-06-19,2025-01-31
"2605",32114,"COPANO NGL SERVICES LLC","HL","ACTIVE",32114,"COPANO NGL SERVICES, L.P.","Superseded",2005-10-28,2014-06-18
"2606",32116,"DICK BROWN TECHNICAL SERVICES","GT","ACTIVE",32116,"DICK BROWN TECHNICAL SERVICES","Current",2005-11-28,2025-01-31
"2607",32117,"ASCENSION PIPELINE COMPANY, LLC","HL","ACTIVE",32005,"EnLink Midstream","Current",2014-03-07,2025-01-31
"2608",32117,"ASCENSION PIPELINE COMPANY, LLC","HL","ACTIVE",32117,"ENLINK MIDSTREAM","Superseded",2005-12-14,2014-03-06
"2609",32118,"ENLINK NORTH TEXAS GATHERING, LP","GT","INACTIVE",32005,"EnLink Midstream","Current",2014-03-07,2025-01-31
"2610",32118,"ENLINK NORTH TEXAS GATHERING, LP","GT","INACTIVE",32118,"CROSSTEX NORTH TEXAS GATHERING, L.P.","Superseded",2005-12-20,2014-03-06
"2611",32118,"ENLINK NORTH TEXAS GATHERING, LP","HL","INACTIVE",32005,"EnLink Midstream","Current",2016-01-01,2025-01-31
